nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
Lance,56,ÁGUA BRANCA,PB,46397179702,64460735161788,Válido,Válido
Miranda,76,ABREU E LIMA,PE,18390863944,12335343247400,Válido,Válido
Allison,47,ACAUÃ,PI,31685653936,22198758677011,Válido,Válido
David,56,ABATIÁ,PR,90793859050,54645381315340,Válido,Válido
Diane,74,ANGRA DOS REIS,RJ,86302704626,23024648516418,Válido,Válido
Kathy,54,ACARI,RN,48293995467,22544725872377,Válido,Válido
Mark,30,ALTA FLORESTA D'OESTE,RO,35419977613,96702000508912,Válido,Válido
Daniel,32,AMAJARI,RR,18721935955,51413556269000,Válido,Válido
Andrea,71,ACEGUÁ,RS,47140393265,49904725244906,Válido,Válido
Angela,20,ABDON BATISTA,SC,29348053523,32694086399340,Válido,Válido
Daniel,75,AMPARO DE SÃO FRANCISCO,SE,52662215690,99571534376267,Válido,Válido
Nicholas,41,ADAMANTINA,SP,56189468403,62542968933012,Válido,Válido
David,45,ABREULÂNDIA,TO,12729615750,28216966172045,Válido,Válido
Catherine,67,ACRELÂNDIA,AC,36501711207,42173314038028,Válido,Válido
James,74,ÁGUA BRANCA,AL,98591502493,03014733589029,Válido,Válido
Cameron,36,ALVARÃES,AM,65853801856,60583652714244,Válido,Válido
Zachary,33,SERRA DO NAVIO,AP,02445992460,02297820616067,Válido,Válido
Anthony,84,ABAÍRA,BA,41784777730,84031596126016,Válido,Válido
John,46,ABAIARA,CE,69678311275,28735220276501,Válido,Válido
George,36,Brasília,DF,66688815052,98274348755997,Válido,Válido
Mary,54,AFONSO CLÁUDIO,ES,66218348709,20861524194523,Válido,Válido
Randall,82,ABADIA DE GOIÁS,GO,23153805962,37540998062661,Válido,Válido
Sarah,48,AÇAILÂNDIA,MA,55989630603,93302236327839,Válido,Válido
Kim,54,ABADIA DOS DOURADOS,MG,21910984361,26544258014283,Válido,Válido
Paul,43,ÁGUA CLARA,MS,57322875150,27970348159191,Válido,Válido
Rebecca,20,ACORIZAL,MT,14967741835,35193475003818,Válido,Válido
Kelly,46,ABAETETUBA,PA,14712566779,57341017551606,Válido,Válido
Matthew,70,ÁGUA BRANCA,PB,34604722510,05575850178119,Válido,Válido
Nicole,63,ABREU E LIMA,PE,37581626377,40210237829132,Válido,Válido
Angel,38,ACAUÃ,PI,39261886850,83272604047501,Válido,Válido
Terri,61,ABATIÁ,PR,75192085160,24487974254047,Válido,Válido
Christine,64,ANGRA DOS REIS,RJ,62596637570,01455252047131,Válido,Válido
James,21,ACARI,RN,61752457250,11555017073358,Válido,Válido
Eric,26,ALTA FLORESTA D'OESTE,RO,89797346978,60497732651854,Válido,Válido
Ann,19,AMAJARI,RR,41685831630,46295720928982,Válido,Válido
Lori,81,ACEGUÁ,RS,84440640842,43402120859803,Válido,Válido
Mark,51,ABDON BATISTA,SC,85032449938,37484860510431,Válido,Válido
Joshua,68,AMPARO DE SÃO FRANCISCO,SE,27766149001,73118923095150,Válido,Válido
Donald,48,ADAMANTINA,SP,83147228207,41647965623201,Válido,Válido
James,87,ABREULÂNDIA,TO,07969368034,65126389352270,Válido,Válido
Christopher,20,ACRELÂNDIA,AC,02777702462,63734822377562,Válido,Válido
Samantha,88,ÁGUA BRANCA,AL,59453309818,74456822393250,Válido,Válido
Gina,23,ALVARÃES,AM,25365705688,30510414613301,Válido,Válido
Noah,47,SERRA DO NAVIO,AP,17596384129,40963611879941,Válido,Válido
Anna,66,ABAÍRA,BA,93302984510,37384440058521,Válido,Válido
Cassandra,53,ABAIARA,CE,89883637446,27416839624530,Válido,Válido
Heather,86,Brasília,DF,32921543249,24087214687585,Válido,Válido
Hannah,69,AFONSO CLÁUDIO,ES,10725744111,76667717102827,Válido,Válido
Shannon,31,ABADIA DE GOIÁS,GO,53275797352,49600972397154,Válido,Válido
David,82,AÇAILÂNDIA,MA,50364496908,13035357132142,Válido,Válido
Paul,19,ABADIA DOS DOURADOS,MG,89046084817,49927879956310,Válido,Válido
Lori,73,ÁGUA CLARA,MS,32848410086,93446912347954,Válido,Válido
Riley,85,ACORIZAL,MT,03033655106,58356278628894,Válido,Válido
Lisa,74,ABAETETUBA,PA,93468702574,87617067519811,Válido,Válido
Sandra,75,ÁGUA BRANCA,PB,00629422630,74130031258966,Válido,Válido
James,79,ABREU E LIMA,PE,83127985959,98644726033922,Válido,Válido
Emily,27,ACAUÃ,PI,04058298251,58985333129809,Válido,Válido
Donald,58,ABATIÁ,PR,70457162651,95140364887056,Válido,Válido
Paul,29,ANGRA DOS REIS,RJ,64292370362,37986868714409,Válido,Válido
Dorothy,39,ACARI,RN,02999485794,94726364513404,Válido,Válido
Jerry,75,ALTA FLORESTA D'OESTE,RO,07326507805,50370267022541,Válido,Válido
Christopher,25,AMAJARI,RR,74273002892,64256562052655,Válido,Válido
Joshua,77,ACEGUÁ,RS,44399978058,06306446386805,Válido,Válido
Ray,42,ABDON BATISTA,SC,17738964740,37659910892903,Válido,Válido
Cassandra,44,AMPARO DE SÃO FRANCISCO,SE,59294013812,81657610332329,Válido,Válido
Catherine,88,ADAMANTINA,SP,90293705801,80615766883500,Válido,Válido
Barbara,77,ABREULÂNDIA,TO,22139739892,68235858051830,Válido,Válido
Heather,87,ACRELÂNDIA,AC,78488359527,01624337464040,Válido,Válido
Tristan,54,ÁGUA BRANCA,AL,64113102201,35479890271098,Válido,Válido
Scott,52,ALVARÃES,AM,55150931438,17191687070646,Válido,Válido
Crystal,34,SERRA DO NAVIO,AP,06359766256,48196794264541,Válido,Válido
Tiffany,52,ABAÍRA,BA,64842483202,28940130480150,Válido,Válido
Katelyn,70,ABAIARA,CE,76200716528,14904323027071,Válido,Válido
Jessica,74,Brasília,DF,65569882359,43476631116494,Válido,Válido
Joseph,19,AFONSO CLÁUDIO,ES,05982078484,33412573244803,Válido,Válido
Jennifer,28,ABADIA DE GOIÁS,GO,53129504672,08277417088870,Válido,Válido
Drew,68,AÇAILÂNDIA,MA,94959018470,47660512361833,Válido,Válido
Jennifer,54,ABADIA DOS DOURADOS,MG,80406985294,74392324535699,Válido,Válido
Mark,61,ÁGUA CLARA,MS,21030774404,37410652926759,Válido,Válido
Olivia,30,ACORIZAL,MT,15794395435,34883642980879,Válido,Válido
Andrew,69,ABAETETUBA,PA,51177441446,70027047853283,Válido,Válido
Joseph,30,ÁGUA BRANCA,PB,61863912053,81023406563595,Válido,Válido
Diana,40,ABREU E LIMA,PE,36045208781,37810005452252,Válido,Válido
John,48,ACAUÃ,PI,68074609456,90216196402379,Válido,Válido
Kevin,85,ABATIÁ,PR,91693095238,79067492592189,Válido,Válido
Gary,90,ANGRA DOS REIS,RJ,68769624909,37138757482479,Válido,Válido
Tiffany,61,ACARI,RN,47495917776,75843619989037,Válido,Válido
Timothy,46,ALTA FLORESTA D'OESTE,RO,46852236323,59892800095906,Válido,Válido
Julia,75,AMAJARI,RR,87111600550,83494007368166,Válido,Válido
Rhonda,24,ACEGUÁ,RS,18822022440,20247952722508,Válido,Válido
Michelle,74,ABDON BATISTA,SC,81739599195,90099178742104,Válido,Válido
James,44,AMPARO DE SÃO FRANCISCO,SE,25873896909,60811579393406,Válido,Válido
Jared,36,ADAMANTINA,SP,65652293250,64818844721533,Válido,Válido
Roger,41,ABREULÂNDIA,TO,36043924897,47254617366428,Válido,Válido
Melissa,29,ACRELÂNDIA,AC,40997954205,20987213448116,Válido,Válido
Brandon,71,ÁGUA BRANCA,AL,63515393315,84216937281694,Válido,Válido
Theresa,55,ALVARÃES,AM,74993250088,17080875481222,Válido,Válido
Kimberly,51,SERRA DO NAVIO,AP,91196719039,40858897247508,Válido,Válido
Joshua,43,ABAÍRA,BA,17426895661,06888339385518,Válido,Válido
Jessica,40,ABAIARA,CE,54830342102,08596502334428,Válido,Válido
Stacey,83,Brasília,DF,50841821186,50549491714804,Válido,Válido
Nancy,58,AFONSO CLÁUDIO,ES,39212214983,58194501047108,Válido,Válido
Gregory,73,ABADIA DE GOIÁS,GO,60102088667,34746219013053,Válido,Válido
Terri,31,AÇAILÂNDIA,MA,53283232709,96689459012120,Válido,Válido
Ann,23,ABADIA DOS DOURADOS,MG,57377923660,60606142510240,Válido,Válido
Nicholas,32,ÁGUA CLARA,MS,81194445071,65972474425311,Válido,Válido
Anthony,54,ACORIZAL,MT,68029312903,23501933478530,Válido,Válido
Evan,50,ABAETETUBA,PA,16990233796,64404169125995,Válido,Válido
Frank,18,ÁGUA BRANCA,PB,64363475269,16866971982792,Válido,Válido
Beth,19,ABREU E LIMA,PE,83401523279,81063204210496,Válido,Válido
Janet,60,ACAUÃ,PI,92029303178,94569779738243,Válido,Válido
Troy,76,ABATIÁ,PR,86337008405,91777588231389,Válido,Válido
Justin,80,ANGRA DOS REIS,RJ,11446025489,51155934433323,Válido,Válido
Michael,23,ACARI,RN,04769939388,79999876677712,Válido,Válido
Shelia,35,ALTA FLORESTA D'OESTE,RO,37355045903,47652283320106,Válido,Válido
Steven,43,AMAJARI,RR,31640858776,76443659024601,Válido,Válido
Robert,84,ACEGUÁ,RS,57831779035,56916247210187,Válido,Válido
Michele,40,ABDON BATISTA,SC,04600499417,44473870809491,Válido,Válido
Barbara,49,AMPARO DE SÃO FRANCISCO,SE,87575300333,03232849859783,Válido,Válido
Mark,86,ADAMANTINA,SP,16099804846,89113907274033,Válido,Válido
Martin,43,ABREULÂNDIA,TO,21934060658,00168753389210,Válido,Válido
Anthony,56,ACRELÂNDIA,AC,64433536172,52678630029367,Válido,Válido
Maria,73,ÁGUA BRANCA,AL,77058427348,12852018401600,Válido,Válido
Richard,59,ALVARÃES,AM,46010263506,35503753668006,Válido,Válido
Andrew,66,SERRA DO NAVIO,AP,74876957606,13577534632352,Válido,Válido
Amy,79,ABAÍRA,BA,37184216580,15496930170158,Válido,Válido
Crystal,37,ABAIARA,CE,17470520198,69894238130580,Válido,Válido
Jennifer,42,Brasília,DF,14177769860,97889617581799,Válido,Válido
Kevin,21,AFONSO CLÁUDIO,ES,30122496302,36826792952902,Válido,Válido
Garrett,34,ABADIA DE GOIÁS,GO,81021632830,20548172808630,Válido,Válido
Michael,39,AÇAILÂNDIA,MA,88129615509,80454218816945,Válido,Válido
Steven,35,ABADIA DOS DOURADOS,MG,42865747174,31013522689494,Válido,Válido
Travis,81,ÁGUA CLARA,MS,22287426353,21221173701590,Válido,Válido
Patrick,77,ACORIZAL,MT,81350918695,86949081185030,Válido,Válido
Ashley,58,ABAETETUBA,PA,02740778414,79006399345582,Válido,Válido
Erica,60,ÁGUA BRANCA,PB,24722326240,03977024760317,Válido,Válido
Stephanie,51,ABREU E LIMA,PE,81147255679,90628149540301,Válido,Válido
Christopher,23,ACAUÃ,PI,08394476805,20938742823230,Válido,Válido
Aaron,77,ABATIÁ,PR,01628768070,52479107281582,Válido,Válido
Debra,47,ANGRA DOS REIS,RJ,02301816788,65750205118300,Válido,Válido
Richard,81,ACARI,RN,94481903368,29381187365966,Válido,Válido
Lauren,30,ALTA FLORESTA D'OESTE,RO,30507279859,97446980427145,Válido,Válido
Michael,53,AMAJARI,RR,78763074265,12767273239288,Válido,Válido
Patricia,74,ACEGUÁ,RS,58743074944,12564705924398,Válido,Válido
Amy,78,ABDON BATISTA,SC,70264089251,87093111627480,Válido,Válido
Shannon,52,AMPARO DE SÃO FRANCISCO,SE,91836405251,74650670542081,Válido,Válido
Mark,73,ADAMANTINA,SP,94949997548,87177477994856,Válido,Válido
Heather,27,ABREULÂNDIA,TO,26658240787,78631436651002,Válido,Válido
Tina,58,ACRELÂNDIA,AC,17532780821,79912866308417,Válido,Válido
Rebecca,21,ÁGUA BRANCA,AL,03569193748,55585538126389,Válido,Válido
Erin,30,ALVARÃES,AM,49254537934,87138651319453,Válido,Válido
Michael,29,SERRA DO NAVIO,AP,78451226027,53795833434748,Válido,Válido
Kristi,85,ABAÍRA,BA,18697170150,08968507907817,Válido,Válido
John,19,ABAIARA,CE,55920997117,86795338706208,Válido,Válido
Daniel,78,Brasília,DF,03358877671,15342150301002,Válido,Válido
Tracy,36,AFONSO CLÁUDIO,ES,91166642720,06873055193640,Válido,Válido
Michael,33,ABADIA DE GOIÁS,GO,75446817427,98346989916180,Válido,Válido
Gregory,90,AÇAILÂNDIA,MA,14572633860,82405672802558,Válido,Válido
Franklin,18,ABADIA DOS DOURADOS,MG,53711619614,25687090531523,Válido,Válido
Frederick,30,ÁGUA CLARA,MS,71754163262,03630647048988,Válido,Válido
Wayne,30,ACORIZAL,MT,76388785824,33942073526862,Válido,Válido
David,76,ABAETETUBA,PA,40156850320,86635613636333,Válido,Válido
Travis,25,ÁGUA BRANCA,PB,73063712663,99101644586154,Válido,Válido
Peter,41,ABREU E LIMA,PE,64554388255,90673455786431,Válido,Válido
Holly,80,ACAUÃ,PI,46387136377,72381842783740,Válido,Válido
David,40,ABATIÁ,PR,10845317717,17535419477460,Válido,Válido
Haley,60,ANGRA DOS REIS,RJ,49057110881,34192384060190,Válido,Válido
Kathryn,32,ACARI,RN,27077605876,73878073877498,Válido,Válido
Christine,19,ALTA FLORESTA D'OESTE,RO,60797272771,28066677200663,Válido,Válido
Brooke,39,AMAJARI,RR,00426067568,11184270662259,Válido,Válido
Beth,31,ACEGUÁ,RS,15315816338,38770923246102,Válido,Válido
Thomas,87,ABDON BATISTA,SC,53231452937,48729428656000,Válido,Válido
Kristin,52,AMPARO DE SÃO FRANCISCO,SE,97404094232,37288574343740,Válido,Válido
Stephanie,31,ADAMANTINA,SP,52858808589,02928503118409,Válido,Válido
Deborah,60,ABREULÂNDIA,TO,77174056440,70501291197460,Válido,Válido
Anita,40,ACRELÂNDIA,AC,93149880661,38981443956635,Válido,Válido
Dominique,42,ÁGUA BRANCA,AL,36765049843,30134817907119,Válido,Válido
Jessica,62,ALVARÃES,AM,50603073441,32885032014087,Válido,Válido
Adrian,35,SERRA DO NAVIO,AP,70029281636,73953921818471,Válido,Válido
Jeanette,31,ABAÍRA,BA,52336406608,56851738877612,Válido,Válido
Paul,54,ABAIARA,CE,37979127579,78587400933805,Válido,Válido
Sara,59,Brasília,DF,80856126667,80789079514068,Válido,Válido
Denise,39,AFONSO CLÁUDIO,ES,92871144800,89016264310332,Válido,Válido
Daniel,25,ABADIA DE GOIÁS,GO,19421837711,10997688242353,Válido,Válido
Julia,21,AÇAILÂNDIA,MA,53781278239,11634194482092,Válido,Válido
Danielle,88,ABADIA DOS DOURADOS,MG,57651298543,00957008117765,Válido,Válido
Todd,41,ÁGUA CLARA,MS,14398110836,28284771805418,Válido,Válido
Brian,86,ACORIZAL,MT,31878826255,91448423686603,Válido,Válido
Anthony,29,ABAETETUBA,PA,23758836832,29954695770238,Válido,Válido
David,69,ÁGUA BRANCA,PB,90722842597,61860776662047,Válido,Válido
Elizabeth,48,ABREU E LIMA,PE,34240297699,49065025644051,Válido,Válido
Henry,61,ACAUÃ,PI,18595624186,24490699792691,Válido,Válido
Christian,45,ABATIÁ,PR,68049320057,55492868438054,Válido,Válido
Mackenzie,36,ANGRA DOS REIS,RJ,91780452829,97360597008959,Válido,Válido
Teresa,80,ACARI,RN,39712104907,58149150010104,Válido,Válido
Lisa,38,ALTA FLORESTA D'OESTE,RO,63031419278,27016343814432,Válido,Válido
Kimberly,30,AMAJARI,RR,67066793480,15395602447817,Válido,Válido
Benjamin,52,ACEGUÁ,RS,63902344300,88263012081990,Válido,Válido
Lonnie,69,ABDON BATISTA,SC,55204207341,89648588010675,Válido,Válido
Samuel,85,AMPARO DE SÃO FRANCISCO,SE,94623902587,08497498722378,Válido,Válido
Thomas,52,ADAMANTINA,SP,21150967382,50695289797141,Válido,Válido
Vickie,75,ABREULÂNDIA,TO,89040997900,86578372728534,Válido,Válido
Deborah,67,ACRELÂNDIA,AC,30066373808,86050584777162,Válido,Válido
Jerry,62,ÁGUA BRANCA,AL,29066880538,76527990792771,Válido,Válido
Bryan,87,ALVARÃES,AM,84762949566,80862923484962,Válido,Válido
Sara,61,SERRA DO NAVIO,AP,90734033915,67659389201727,Válido,Válido
Philip,20,ABAÍRA,BA,45223135431,86317574235178,Válido,Válido
John,19,ABAIARA,CE,47771120555,78362913330951,Válido,Válido
Madison,77,Brasília,DF,04495735837,12401341306745,Válido,Válido
Matthew,35,AFONSO CLÁUDIO,ES,65830943808,41626263530901,Válido,Válido
Wesley,75,ABADIA DE GOIÁS,GO,81167399137,64136131041610,Válido,Válido
Steve,74,AÇAILÂNDIA,MA,05097443896,49566983760421,Válido,Válido
Matthew,74,ABADIA DOS DOURADOS,MG,75251666500,40653475705570,Válido,Válido
Karen,38,ÁGUA CLARA,MS,65564024940,94300717649050,Válido,Válido
Angelica,44,ACORIZAL,MT,88918204825,28999429868587,Válido,Válido
William,88,ABAETETUBA,PA,66112805456,28281362517756,Válido,Válido
Amanda,48,ÁGUA BRANCA,PB,28678393513,67296695368365,Válido,Válido
Stephen,76,ABREU E LIMA,PE,64799118900,22928530931190,Válido,Válido
Jennifer,33,ACAUÃ,PI,07150297625,31824652331529,Válido,Válido
Jessica,33,ABATIÁ,PR,66597609700,25631187474103,Válido,Válido
Christina,56,ANGRA DOS REIS,RJ,13134073218,99029033435950,Válido,Válido
Dana,32,ACARI,RN,86258725902,87286724101580,Válido,Válido
Chad,71,ALTA FLORESTA D'OESTE,RO,02211252648,00864594602073,Válido,Válido
Jessica,55,AMAJARI,RR,13567561669,22712647983360,Válido,Válido
Thomas,29,ACEGUÁ,RS,68342766292,00040750452926,Válido,Válido
Brian,18,ABDON BATISTA,SC,03409436294,07002756341617,Válido,Válido
James,52,AMPARO DE SÃO FRANCISCO,SE,58147064225,41664685864080,Válido,Válido
Benjamin,43,ADAMANTINA,SP,59456624102,75517401726245,Válido,Válido
William,36,ABREULÂNDIA,TO,79733762679,09771905964791,Válido,Válido
Terry,26,ACRELÂNDIA,AC,26915832289,51332352599346,Válido,Válido
Steve,76,ÁGUA BRANCA,AL,30798139790,92344582984990,Válido,Válido
Allison,66,ALVARÃES,AM,42478240742,64902444146060,Válido,Válido
Brian,45,SERRA DO NAVIO,AP,40351894640,30752202552358,Válido,Válido
Austin,29,ABAÍRA,BA,55303195309,33133892421331,Válido,Válido
Timothy,49,ABAIARA,CE,78849014635,71179574684490,Válido,Válido
Benjamin,18,Brasília,DF,38560789596,46076262890306,Válido,Válido
Allen,66,AFONSO CLÁUDIO,ES,19562893308,05736724513259,Válido,Válido
Courtney,81,ABADIA DE GOIÁS,GO,22610597959,22172527497642,Válido,Válido
Kayla,68,AÇAILÂNDIA,MA,79602893443,52404879849420,Válido,Válido
Randy,76,ABADIA DOS DOURADOS,MG,24028877962,81076931774430,Válido,Válido
Brett,68,ÁGUA CLARA,MS,95911177528,88217057791977,Válido,Válido
Benjamin,37,ACORIZAL,MT,94792848474,95092066815711,Válido,Válido
Mark,27,ABAETETUBA,PA,18371676484,53327439224977,Válido,Válido
Gabriel,21,ÁGUA BRANCA,PB,29312968130,22359802888746,Válido,Válido
Sarah,39,ABREU E LIMA,PE,82895888604,26274878977315,Válido,Válido
Craig,74,ACAUÃ,PI,21936429314,06009914104574,Válido,Válido
Brian,76,ABATIÁ,PR,84575413070,10461180208901,Válido,Válido
Thomas,73,ANGRA DOS REIS,RJ,56026120505,53680068148203,Válido,Válido
Daryl,55,ACARI,RN,29430910140,38169129748200,Válido,Válido
Melanie,88,ALTA FLORESTA D'OESTE,RO,40879146230,48596669224306,Válido,Válido
James,48,AMAJARI,RR,20966832116,14753375033060,Válido,Válido
Susan,61,ACEGUÁ,RS,77362173865,94520690039602,Válido,Válido
Savannah,46,ABDON BATISTA,SC,08064504953,49157733738343,Válido,Válido
Louis,59,AMPARO DE SÃO FRANCISCO,SE,58377077868,38135817358966,Válido,Válido
Dana,30,ADAMANTINA,SP,08726396491,57711371961816,Válido,Válido
Miguel,19,ABREULÂNDIA,TO,89706986120,52299829148804,Válido,Válido
Joseph,41,ACRELÂNDIA,AC,56407986028,63456312413046,Válido,Válido
Elizabeth,21,ÁGUA BRANCA,AL,38759286016,23194931147190,Válido,Válido
Jeremy,22,ALVARÃES,AM,36323885204,81008124737010,Válido,Válido
Amy,42,SERRA DO NAVIO,AP,67265557336,92825666038412,Válido,Válido
Stacey,24,ABAÍRA,BA,64280730059,10242077396793,Válido,Válido
David,27,ABAIARA,CE,43576326413,08390357874453,Válido,Válido
Andrew,66,Brasília,DF,10803446322,31164604565382,Válido,Válido
Lori,74,AFONSO CLÁUDIO,ES,69262283610,81563908691930,Válido,Válido
Kristen,54,ABADIA DE GOIÁS,GO,08083138355,03597773682172,Válido,Válido
Stefanie,56,AÇAILÂNDIA,MA,20201916606,05763519642686,Válido,Válido
Joseph,40,ABADIA DOS DOURADOS,MG,07228053818,30089234676634,Válido,Válido
Tommy,84,ÁGUA CLARA,MS,40317404920,55542314031925,Válido,Válido
Stacie,58,ACORIZAL,MT,37278897050,37756081635305,Válido,Válido
Brian,75,ABAETETUBA,PA,87611068873,85478577737657,Válido,Válido
Beth,18,ÁGUA BRANCA,PB,56279520323,98092846773577,Válido,Válido
Deanna,71,ABREU E LIMA,PE,08431988266,05742492237201,Válido,Válido
Kerri,50,ACAUÃ,PI,51145494480,07098454240405,Válido,Válido
Evelyn,75,ABATIÁ,PR,43510275926,56769194283000,Válido,Válido
Megan Hampton PhD,83,ANGRA DOS REIS,RJ,76154789874,90706448815936,Válido,Válido
Erika Williams DVM,76,ACARI,RN,05651035630,34929373253290,Válido,Válido
Renee Powers MD,38,ALTA FLORESTA D'OESTE,RO,71064846521,02797186397478,Válido,Válido
Eric West MD,46,AMAJARI,RR,44231634467,33354095031403,Válido,Válido
Taylor Brown MD,83,ACEGUÁ,RS,43078701077,03548972447949,Válido,Válido
Sandra Barnes DVM,48,ABDON BATISTA,SC,01418367257,78189616020256,Válido,Válido
Daniel Fitzpatrick Jr.,27,AMPARO DE SÃO FRANCISCO,SE,58255029397,13591082376189,Válido,Válido
James Downs II,24,ADAMANTINA,SP,23945763240,19681739401473,Válido,Válido
Patricia Thomas MD,39,ABREULÂNDIA,TO,35302493357,76220860371770,Válido,Válido
Charles Atkinson DDS,28,ACRELÂNDIA,AC,48402703925,59061728250288,Válido,Válido
Linda Boyd MD,43,ÁGUA BRANCA,AL,66440031767,69042542258481,Válido,Válido
John Gonzalez DDS,35,ALVARÃES,AM,75327812081,05808236702797,Válido,Válido
Kathy Mccoy Jr.,64,SERRA DO NAVIO,AP,64636935969,28291908472551,Válido,Válido
Edward Price Jr. DDS,61,ABAÍRA,BA,76393565047,17142965508506,Válido,Válido
Kristin Taylor MD,54,ABAIARA,CE,26722229084,25509243142058,Válido,Válido
Marilyn Wilson DVM,55,Brasília,DF,28093288546,41050790714485,Válido,Válido
Catherine Luna DVM,31,AFONSO CLÁUDIO,ES,73780635682,46269734951664,Válido,Válido
Katherine Ramirez MD,26,ABADIA DE GOIÁS,GO,58502335553,11780702872507,Válido,Válido
Craig Perez Jr.,52,AÇAILÂNDIA,MA,55071805049,03048595069933,Válido,Válido
Justin Gibbs DDS,37,ABADIA DOS DOURADOS,MG,41440106002,80626012638674,Válido,Válido
Amy Miller MD,21,ÁGUA CLARA,MS,40973204249,86321107095603,Válido,Válido
Howard Jones MD,61,ACORIZAL,MT,02256764354,15822103914319,Válido,Válido
Erin Lucas MD,79,ABAETETUBA,PA,58094093501,37538873245270,Válido,Válido
